Title,Author,Date,Link
Where Do We Stand,Mark E. Petersen,1980-04,https://www.lds.org/general-conference/1980/04/where-do-we-stand?lang=eng
The Coming Tests and Trials and Glory,Bruce R. McConkie,1980-04,https://www.lds.org/general-conference/1980/04/the-coming-tests-and-trials-and-glory?lang=eng
NauvooA Demonstration of Faith,L. Tom Perry,1980-04,https://www.lds.org/general-conference/1980/04/nauvoo-a-demonstration-of-faith?lang=eng
Self-Accountability and Human Progress,Dean L. Larsen,1980-04,https://www.lds.org/general-conference/1980/04/self-accountability-and-human-progress?lang=eng
The Gospel Restored,Hugh W. Pinnock,1980-04,https://www.lds.org/general-conference/1980/04/the-gospel-restored?lang=eng
Let Us Not Weary in Well Doing,Spencer W. Kimball,1980-04,https://www.lds.org/general-conference/1980/04/let-us-not-weary-in-well-doing?lang=eng
Church WelfareTemporal Service in a Spiritual Setting,Marion G. Romney,1980-04,https://www.lds.org/general-conference/1980/04/church-welfare-temporal-service-in-a-spiritual-setting?lang=eng
An Example of What Welfare Services Can Do,Harold G. Hillam,1980-04,https://www.lds.org/general-conference/1980/04/an-example-of-what-welfare-services-can-do?lang=eng
Welfare Principles in Relief Society,Shirley W. Thomas,1980-04,https://www.lds.org/general-conference/1980/04/welfare-principles-in-relief-society?lang=eng
Welfare Services:Past Present and Future,Victor L. Brown,1980-04,https://www.lds.org/general-conference/1980/04/welfare-services-past-present-and-future?lang=eng
Priesthood Councils:Key to Meeting Temporal and Spiritual Needs,Ronald E. Poelman,1980-04,https://www.lds.org/general-conference/1980/04/priesthood-councils-key-to-meeting-temporal-and-spiritual-needs?lang=eng
A Deep Commitment to the Principles of Welfare Service,Spencer W. Kimball,1980-04,https://www.lds.org/general-conference/1980/04/a-deep-commitment-to-the-principles-of-welfare-service?lang=eng
Families Can Be Eternal,Spencer W. Kimball,1980-10,https://www.lds.org/general-conference/1980/10/families-can-be-eternal?lang=eng
The Blessing of a Testimony,N. Eldon Tanner,1980-10,https://www.lds.org/general-conference/1980/10/the-blessing-of-a-testimony?lang=eng
For Whatsoever a Man Soweth That Shall He Also Reap,L. Tom Perry,1980-10,https://www.lds.org/general-conference/1980/10/for-whatsoever-a-man-soweth-that-shall-he-also-reap?lang=eng
The House of the Lord,Robert L. Simpson,1980-10,https://www.lds.org/general-conference/1980/10/the-house-of-the-lord?lang=eng
Know the Shepherd,Robert E. Wells,1980-10,https://www.lds.org/general-conference/1980/10/know-the-shepherd?lang=eng
The Net Gathers of Every Kind,Neal A. Maxwell,1980-10,https://www.lds.org/general-conference/1980/10/the-net-gathers-of-every-kind?lang=eng
Adam the Archangel,Mark E. Petersen,1980-10,https://www.lds.org/general-conference/1980/10/adam-the-archangel?lang=eng
The Sustaining of Church Officers,Marion G. Romney,1980-10,https://www.lds.org/general-conference/1980/10/the-sustaining-of-church-officers?lang=eng
The Choice,Boyd K. Packer,1980-10,https://www.lds.org/general-conference/1980/10/the-choice?lang=eng
The Saviors Touch,M. Russell Ballard,1980-10,https://www.lds.org/general-conference/1980/10/the-saviors-touch?lang=eng
Our Thirtieth Anniversary as Latter-day Saints,Derek A. Cuthbert,1980-10,https://www.lds.org/general-conference/1980/10/our-thirtieth-anniversary-as-latter-day-saints?lang=eng
Feed My Sheep,Rex C. Reeve,1980-10,https://www.lds.org/general-conference/1980/10/feed-my-sheep?lang=eng
Forgive Them I Pray Thee,Vaughn J. Featherstone,1980-10,https://www.lds.org/general-conference/1980/10/forgive-them-i-pray-thee?lang=eng
Prepare for the Days of Tribulation,Ezra Taft Benson,1980-10,https://www.lds.org/general-conference/1980/10/prepare-for-the-days-of-tribulation?lang=eng
These I Will Make My Leaders,James E. Faust,1980-10,https://www.lds.org/general-conference/1980/10/these-i-will-make-my-leaders?lang=eng
Purify Our Minds and Spirits,H. Burke Peterson,1980-10,https://www.lds.org/general-conference/1980/10/purify-our-minds-and-spirits?lang=eng
To the Young Men of the Church,Robert L. Backman,1980-10,https://www.lds.org/general-conference/1980/10/to-the-young-men-of-the-church?lang=eng
The Oath and Covenant Which Belongeth to the Priesthood,Marion G. Romney,1980-10,https://www.lds.org/general-conference/1980/10/the-oath-and-covenant-which-belongeth-to-the-priesthood?lang=eng
Ministering to the Needs of Members,Spencer W. Kimball,1980-10,https://www.lds.org/general-conference/1980/10/ministering-to-the-needs-of-members?lang=eng
Repentance,Marion G. Romney,1980-10,https://www.lds.org/general-conference/1980/10/repentance?lang=eng
The Lord God of the Restoration,Bruce R. McConkie,1980-10,https://www.lds.org/general-conference/1980/10/the-lord-god-of-the-restoration?lang=eng
Seven Events of Great Consequence,J. Thomas Fyans,1980-10,https://www.lds.org/general-conference/1980/10/seven-events-of-great-consequence?lang=eng
Adversity and You,Marvin J. Ashton,1980-10,https://www.lds.org/general-conference/1980/10/adversity-and-you?lang=eng
Of You It Is Required to Forgive,Gordon B. Hinckley,1980-10,https://www.lds.org/general-conference/1980/10/of-you-it-is-required-to-forgive?lang=eng
A Testimony,LeGrand Richards,1980-10,https://www.lds.org/general-conference/1980/10/a-testimony?lang=eng
Acquaint Thyself with Him and Be at Peace,George P. Lee,1980-10,https://www.lds.org/general-conference/1980/10/acquaint-thyself-with-him-and-be-at-peace?lang=eng
Miracles among the Lamanites,Gene R. Cook,1980-10,https://www.lds.org/general-conference/1980/10/miracles-among-the-lamanites?lang=eng
Let Every Man Learn His Duty,Joseph B. Wirthlin,1980-10,https://www.lds.org/general-conference/1980/10/let-every-man-learn-his-duty?lang=eng
Decide to Decide,Rex D. Pinegar,1980-10,https://www.lds.org/general-conference/1980/10/decide-to-decide?lang=eng
The Keys of the Kingdom,David B. Haight,1980-10,https://www.lds.org/general-conference/1980/10/the-keys-of-the-kingdom?lang=eng
Do Not Weary by the Way,Spencer W. Kimball,1980-10,https://www.lds.org/general-conference/1980/10/do-not-weary-by-the-way?lang=eng
The Law of Tithing,Spencer W. Kimball,1980-10,https://www.lds.org/general-conference/1980/10/the-law-of-tithing?lang=eng
Prepare Every Needful Thing,Victor L. Brown,1980-10,https://www.lds.org/general-conference/1980/10/prepare-every-needful-thing?lang=eng
The Household of Faith,J. Richard Clarke,1980-10,https://www.lds.org/general-conference/1980/10/the-household-of-faith?lang=eng
Follow Joyously,Barbara B. Smith,1980-10,https://www.lds.org/general-conference/1980/10/follow-joyously?lang=eng
Is Any Thing Too Hard for the Lord,Douglas W. DeHaan,1980-10,https://www.lds.org/general-conference/1980/10/is-any-thing-too-hard-for-the-lord?lang=eng
The BishopCenter Stage in Welfare,Thomas S. Monson,1980-10,https://www.lds.org/general-conference/1980/10/the-bishop-center-stage-in-welfare?lang=eng
Welfare Services:The Saviors Program,Marion G. Romney,1980-10,https://www.lds.org/general-conference/1980/10/welfare-services-the-saviors-program?lang=eng
LearnThen Teach,Spencer W. Kimball,1980-10,https://www.lds.org/general-conference/1980/10/learn-then-teach?lang=eng
The Bond of Charity,Barbara B. Smith,1980-10,https://www.lds.org/general-conference/1980/10/the-bond-of-charity?lang=eng
Motherhood and the Family,Mary F. Foulger,1980-10,https://www.lds.org/general-conference/1980/10/motherhood-and-the-family?lang=eng
Singleness:How Relief Society Can Help,Addie Fuhriman,1980-10,https://www.lds.org/general-conference/1980/10/singleness-how-relief-society-can-help?lang=eng
The Doctrines of the Kingdom,Shirley W. Thomas,1980-10,https://www.lds.org/general-conference/1980/10/the-doctrines-of-the-kingdom?lang=eng
Organize Yourselves,Marian R. Boyer,1980-10,https://www.lds.org/general-conference/1980/10/organize-yourselves?lang=eng
The Circle of Sisters,Boyd K. Packer,1980-10,https://www.lds.org/general-conference/1980/10/the-circle-of-sisters?lang=eng
Fortify Your Homes Against Evil,Spencer W. Kimball,1979-04,https://www.lds.org/general-conference/1979/04/fortify-your-homes-against-evil?lang=eng
Because I Have a Father,Paul H. Dunn,1979-04,https://www.lds.org/general-conference/1979/04/because-i-have-a-father?lang=eng
The Home as an Educational Institution,G. Homer Durham,1979-04,https://www.lds.org/general-conference/1979/04/the-home-as-an-educational-institution?lang=eng
The Kingdom of God,L. Tom Perry,1979-04,https://www.lds.org/general-conference/1979/04/the-kingdom-of-god?lang=eng
To Those Searching for Happiness,N. Eldon Tanner,1979-04,https://www.lds.org/general-conference/1979/04/to-those-searching-for-happiness?lang=eng
Statistical Report 1978,Francis M. Gibbons,1979-04,https://www.lds.org/general-conference/1979/04/statistical-report-1978?lang=eng
Church Finance Committee Report,Wilford G. Edling,1979-04,https://www.lds.org/general-conference/1979/04/church-finance-committee-report?lang=eng
The Sustaining of Church Officers,N. Eldon Tanner,1979-04,https://www.lds.org/general-conference/1979/04/the-sustaining-of-church-officers?lang=eng
Signs of the True Church,Mark E. Petersen,1979-04,https://www.lds.org/general-conference/1979/04/signs-of-the-true-church?lang=eng
Developing Spirituality,Howard W. Hunter,1979-04,https://www.lds.org/general-conference/1979/04/developing-spirituality?lang=eng
The Heritage of Royal Families,Royden G. Derrick,1979-04,https://www.lds.org/general-conference/1979/04/the-heritage-of-royal-families?lang=eng
Following Christ to Victory,Hartman Rector Jr.,1979-04,https://www.lds.org/general-conference/1979/04/following-christ-to-victory?lang=eng
This Is a Day of Sacrifice,Ezra Taft Benson,1979-04,https://www.lds.org/general-conference/1979/04/this-is-a-day-of-sacrifice?lang=eng
The Army of the Lord,Thomas S. Monson,1979-04,https://www.lds.org/general-conference/1979/04/the-army-of-the-lord?lang=eng
Personal and Family Financial Preparedness,Franklin D. Richards,1979-04,https://www.lds.org/general-conference/1979/04/personal-and-family-financial-preparedness?lang=eng
Trust in the Lord,Marion G. Romney,1979-04,https://www.lds.org/general-conference/1979/04/trust-in-the-lord?lang=eng
Put on the Whole Armor of God,N. Eldon Tanner,1979-04,https://www.lds.org/general-conference/1979/04/put-on-the-whole-armor-of-god?lang=eng
Preparing for Service in the Church,Spencer W. Kimball,1979-04,https://www.lds.org/general-conference/1979/04/preparing-for-service-in-the-church?lang=eng
We The Church of Jesus Christ of Latter-day Saints,Marion G. Romney,1979-04,https://www.lds.org/general-conference/1979/04/we-the-church-of-jesus-christ-of-latter-day-saints?lang=eng
The Refiners Fire,James E. Faust,1979-04,https://www.lds.org/general-conference/1979/04/the-refiners-fire?lang=eng
A Personal Commitment,James M. Paramore,1979-04,https://www.lds.org/general-conference/1979/04/a-personal-commitment?lang=eng
Feed My Sheep,David B. Haight,1979-04,https://www.lds.org/general-conference/1979/04/feed-my-sheep?lang=eng
And Peter Went Out and Wept Bitterly,Gordon B. Hinckley,1979-04,https://www.lds.org/general-conference/1979/04/and-peter-went-out-and-wept-bitterly?lang=eng
Roadblocks to Progress,Marvin J. Ashton,1979-04,https://www.lds.org/general-conference/1979/04/roadblocks-to-progress?lang=eng
The Spirit Giveth Life,Loren C. Dunn,1979-04,https://www.lds.org/general-conference/1979/04/the-spirit-giveth-life?lang=eng
The Need for Love,Theodore M. Burton,1979-04,https://www.lds.org/general-conference/1979/04/the-need-for-love?lang=eng
He Means Me,Marion D. Hanks,1979-04,https://www.lds.org/general-conference/1979/04/he-means-me?lang=eng
What Think Ye of ChristWhom Say Ye That I Am,Robert D. Hales,1979-04,https://www.lds.org/general-conference/1979/04/what-think-ye-of-christ-whom-say-ye-that-i-am?lang=eng
Judge Not According to the Appearance,Boyd K. Packer,1979-04,https://www.lds.org/general-conference/1979/04/judge-not-according-to-the-appearance?lang=eng
Let Us Move Forward and Upward,Spencer W. Kimball,1979-04,https://www.lds.org/general-conference/1979/04/let-us-move-forward-and-upward?lang=eng
New Emphasis on Church Councils,N. Eldon Tanner,1979-04,https://www.lds.org/general-conference/1979/04/new-emphasis-on-church-councils?lang=eng
Church Government through Councils,Ezra Taft Benson,1979-04,https://www.lds.org/general-conference/1979/04/church-government-through-councils?lang=eng
Developing Temporal Plans and Priorities,Victor L. Brown,1979-04,https://www.lds.org/general-conference/1979/04/developing-temporal-plans-and-priorities?lang=eng
Stand Independent above All Other Creatures,Bruce R. McConkie,1979-04,https://www.lds.org/general-conference/1979/04/stand-independent-above-all-other-creatures?lang=eng
Fundamental Welfare Services,Marion G. Romney,1979-04,https://www.lds.org/general-conference/1979/04/fundamental-welfare-services?lang=eng
Applying the Principles of Welfare Services,Spencer W. Kimball,1979-04,https://www.lds.org/general-conference/1979/04/applying-the-principles-of-welfare-services?lang=eng
We Need a Listening Ear,Spencer W. Kimball,1979-10,https://www.lds.org/general-conference/1979/10/we-need-a-listening-ear?lang=eng
An Angel from on High the Long Long Silence Broke,Gordon B. Hinckley,1979-10,https://www.lds.org/general-conference/1979/10/an-angel-from-on-high-the-long-long-silence-broke?lang=eng
The Voice of the Lord Is unto All People,William Grant Bangerter,1979-10,https://www.lds.org/general-conference/1979/10/the-voice-of-the-lord-is-unto-all-people?lang=eng
O America America,Mark E. Petersen,1979-10,https://www.lds.org/general-conference/1979/10/o-america-america?lang=eng
Maintaining Spirituality,Marion G. Romney,1979-10,https://www.lds.org/general-conference/1979/10/maintaining-spirituality?lang=eng
The Sustaining of Church Officers,N. Eldon Tanner,1979-10,https://www.lds.org/general-conference/1979/10/the-sustaining-of-church-officers?lang=eng
Prayers and Answers,Boyd K. Packer,1979-10,https://www.lds.org/general-conference/1979/10/prayers-and-answers?lang=eng
Joseph Smith the Prophet,David B. Haight,1979-10,https://www.lds.org/general-conference/1979/10/joseph-smith-the-prophet?lang=eng
Language:A Divine Way of Communicating,Charles A. Didier,1979-10,https://www.lds.org/general-conference/1979/10/language-a-divine-way-of-communicating?lang=eng
Therefore I Was Taught,A. Theodore Tuttle,1979-10,https://www.lds.org/general-conference/1979/10/therefore-i-was-taught?lang=eng
Send Missionaries from Every Nation,Yoshihiko Kikuchi,1979-10,https://www.lds.org/general-conference/1979/10/send-missionaries-from-every-nation?lang=eng
A Witness and a Warning,Ezra Taft Benson,1979-10,https://www.lds.org/general-conference/1979/10/a-witness-and-a-warning?lang=eng
Making the Right Decisions,L. Tom Perry,1979-10,https://www.lds.org/general-conference/1979/10/making-the-right-decisions?lang=eng
The Governing Ones,William R. Bradford,1979-10,https://www.lds.org/general-conference/1979/10/the-governing-ones?lang=eng
Faith in the Lord Jesus Christ,Marion G. Romney,1979-10,https://www.lds.org/general-conference/1979/10/faith-in-the-lord-jesus-christ?lang=eng
The Administration of the Church,N. Eldon Tanner,1979-10,https://www.lds.org/general-conference/1979/10/the-administration-of-the-church?lang=eng
Our Sisters in the Church,Spencer W. Kimball,1979-10,https://www.lds.org/general-conference/1979/10/our-sisters-in-the-church?lang=eng
